TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
836.45,2023-02-27 16:02:00,Debit,Virginia Beach,Online,61.0,Retired,63.0,1.0,1731.8900000000003,0
1095.09,2023-04-17 17:27:15,Debit,San Francisco,ATM,29.0,Engineer,52.0,1.0,8692.47,0
189.45,2023-03-21 17:12:03,Credit,Boston,Branch,53.0,Doctor,62.0,1.0,12578.75,0
91.84,2023-07-05 17:21:56,Credit,Mesa,Branch,67.0,Retired,80.0,1.0,1712.4099999999999,0
609.52,2023-07-28 16:03:27,Debit,Washington,ATM,78.0,Retired,169.0,1.0,3485.03,0
859.3,2023-08-01 17:18:04,Credit,Colorado Springs,Branch,78.0,Retired,68.0,1.0,1146.7799999999993,0
100.00999999999999,2023-06-29 16:06:51,Debit,Philadelphia,ATM,50.0,Doctor,63.0,1.0,6393.12,0
28.78,2023-08-07 16:08:04,Credit,Tucson,Online,40.0,Doctor,51.0,1.0,680.5500000000002,1
111.07999999999998,2023-05-15 17:46:13,Debit,Chicago,Online,70.0,Doctor,83.0,1.0,7037.34,0
52.22999999999999,2023-09-11 18:08:19,Credit,San Francisco,Branch,28.0,Student,96.0,1.0,105.01000000000022,1
78.62,2023-07-31 16:46:29,Debit,Oklahoma City,Branch,32.0,Doctor,52.0,1.0,1360.85,1
47.78999999999999,2023-09-15 17:00:20,Debit,Denver,Branch,25.0,Student,37.0,1.0,1649.92,1
333.97,2023-03-22 16:18:37,Debit,Fresno,Branch,52.0,Doctor,45.0,1.0,5237.36,0
710.43,2023-03-08 17:07:21,Debit,San Diego,Online,67.0,Retired,115.0,1.0,5625.55,0
220.23,2023-09-18 18:35:23,Debit,Milwaukee,ATM,41.0,Engineer,48.0,1.0,3438.02,0
27.28,2023-12-25 16:30:45,Debit,Atlanta,ATM,29.0,Doctor,96.0,1.0,10668.24,0
101.51999999999998,2023-08-09 16:22:25,Debit,Tucson,ATM,49.0,Engineer,98.0,1.0,2018.9,0
162.65,2023-05-11 17:15:10,Debit,New York,ATM,59.0,Engineer,147.0,1.0,9500.95,0
10.519999999999982,2023-07-19 17:38:50,Debit,Kansas City,ATM,55.0,Retired,30.0,1.0,2472.99,0
270.72,2023-03-27 17:25:32,Debit,Los Angeles,Branch,38.0,Doctor,37.0,1.0,6522.47,0
202.34,2023-01-10 16:32:06,Debit,New York,Online,20.0,Student,134.0,1.0,1223.4499999999998,1
247.58,2023-05-29 18:40:32,Debit,San Antonio,ATM,39.0,Engineer,152.0,1.0,778.7399999999998,1
686.17,2023-10-03 17:27:25,Debit,Denver,ATM,61.0,Retired,96.0,1.0,2246.15,0
359.65,2023-01-12 17:58:56,Credit,Jacksonville,Online,25.0,Student,289.0,1.0,219.52999999999975,1
109.91,2023-05-01 16:23:22,Debit,Seattle,Branch,38.0,Doctor,90.0,1.0,12896.059999999998,0
215.72,2023-10-11 18:04:39,Credit,Columbus,Branch,30.0,Engineer,137.0,1.0,8697.11,0
490.76,2023-01-19 16:28:08,Debit,Columbus,Online,66.0,Retired,156.0,1.0,6414.11,0
224.28,2023-02-15 16:50:13,Debit,Chicago,Online,64.0,Retired,68.0,1.0,5767.51,0
614.03,2023-05-08 16:37:14,Debit,Dallas,ATM,68.0,Retired,51.0,1.0,2815.86,0
608.79,2023-11-03 18:37:18,Debit,Fort Worth,Online,55.0,Engineer,157.0,1.0,2991.17,0
186.55,2023-06-21 16:49:10,Debit,Philadelphia,Branch,48.0,Engineer,288.0,1.0,224.64999999999964,1
840.1599999999999,2023-03-20 16:35:53,Credit,Colorado Springs,Branch,20.0,Student,68.0,1.0,1236.7600000000002,1
203.34,2023-12-20 17:13:50,Debit,Phoenix,ATM,60.0,Doctor,66.0,1.0,13586.99,0
90.88,2023-11-20 17:08:33,Debit,Colorado Springs,ATM,26.0,Engineer,284.0,1.0,7117.35,1
60.110000000000014,2023-11-27 17:39:39,Credit,Albuquerque,Branch,61.0,Retired,122.0,1.0,7235.87,0
393.92,2023-05-16 16:57:35,Debit,Memphis,Branch,72.0,Retired,47.0,1.0,7318.64,0
19.389999999999986,2023-11-17 16:39:20,Debit,Colorado Springs,ATM,43.0,Doctor,45.0,1.0,9847.6,0
557.41,2023-04-14 16:52:23,Credit,Washington,Online,80.0,Retired,49.0,1.0,2968.75,0
57.06999999999999,2023-08-25 16:30:02,Credit,Boston,Online,31.0,Doctor,99.0,1.0,9323.71,0
395.27,2023-08-07 16:38:52,Credit,Miami,Online,18.0,Student,167.0,1.0,1764.08,1
289.05,2023-06-09 17:58:00,Debit,New York,ATM,75.0,Retired,116.0,1.0,5683.49,0
46.110000000000014,2023-03-27 17:07:20,Debit,San Francisco,Online,33.0,Doctor,233.0,1.0,5225.73,0
335.5,2023-08-14 16:01:02,Debit,Sacramento,ATM,63.0,Retired,47.0,1.0,6445.4,0
388.07,2023-09-05 17:34:08,Debit,Seattle,Online,24.0,Student,68.0,1.0,289.71000000000004,1
520.86,2023-03-20 16:29:02,Credit,Sacramento,Online,51.0,Engineer,66.0,1.0,9200.74,0
787.41,2023-06-19 16:22:28,Debit,Memphis,Online,25.0,Student,39.0,1.0,300.8699999999999,1
31.69999999999999,2023-06-01 16:56:33,Credit,Raleigh,ATM,48.0,Doctor,121.0,1.0,743.8999999999996,0
22.30000000000001,2023-05-01 16:57:17,Debit,Philadelphia,ATM,21.000000000000004,Student,90.0,1.0,1200.3500000000004,1
203.12,2023-01-18 16:59:48,Debit,San Jose,ATM,56.0,Retired,181.0,1.0,1562.3900000000003,0
315.94,2023-02-27 17:06:57,Credit,Raleigh,Branch,49.0,Doctor,172.0,1.0,7719.71,0
192.23,2023-12-28 16:34:52,Debit,Albuquerque,Online,54.0,Engineer,39.0,3.0,2610.67,2
0.2599999999999909,2023-11-23 16:14:48,Debit,Oklahoma City,Online,20.0,Student,173.0,1.0,1833.67,1
210.77,2023-05-31 16:50:20,Debit,Mesa,ATM,71.0,Retired,161.0,1.0,5396.65,0
406.65,2023-11-08 18:32:44,Debit,Mesa,ATM,57.0,Doctor,107.0,1.0,12995.7,0
422.9,2023-02-27 16:15:53,Debit,Tucson,ATM,40.0,Engineer,111.0,1.0,7616.43,0
20.620000000000005,2023-06-21 17:10:18,Credit,Philadelphia,ATM,35.0,Doctor,225.0,1.0,12500.8,0
174.39,2023-01-09 16:08:52,Debit,San Francisco,ATM,19.0,Student,36.0,1.0,1127.08,1
7.860000000000014,2023-10-16 16:47:15,Credit,Sacramento,Branch,76.0,Retired,91.0,1.0,3621.98,0
61.97999999999999,2023-01-03 18:18:14,Debit,Denver,Online,49.0,Engineer,44.0,1.0,5212.28,0
54.849999999999994,2023-09-05 16:05:58,Credit,San Francisco,Branch,58.0,Retired,40.0,1.0,2727.45,0
16.55000000000001,2023-09-11 17:05:50,Debit,Tucson,Branch,26.0,Engineer,159.0,1.0,6089.79,1
91.32,2023-11-10 16:43:45,Debit,Milwaukee,Branch,58.0,Engineer,77.0,1.0,2618.1,0
195.49,2023-06-12 16:34:59,Debit,Memphis,ATM,31.0,Doctor,212.0,1.0,11988.12,0
49.620000000000005,2023-12-07 16:19:07,Debit,Portland,ATM,55.0,Engineer,111.0,1.0,3841.42,0
487.16,2023-01-02 16:01:14,Credit,Los Angeles,Branch,28.0,Student,84.0,1.0,321.21000000000004,1
405.6,2023-08-08 17:41:41,Debit,Tucson,Online,37.0,Engineer,44.0,1.0,9754.73,0
512.95,2023-10-16 17:08:36,Debit,Columbus,Branch,57.0,Engineer,143.0,1.0,9584.52,0
345.94,2023-10-09 17:32:57,Debit,Portland,ATM,31.0,Doctor,163.0,1.0,7624.56,0
356.56,2023-10-09 17:23:21,Debit,New York,Online,47.0,Engineer,52.0,1.0,2485.73,0
10.310000000000002,2023-01-13 16:23:56,Debit,Louisville,Online,36.0,Engineer,280.0,1.0,2137.9,1
211.69,2023-10-20 16:02:07,Debit,Atlanta,Branch,30.0,Doctor,111.0,1.0,6412.85,0
221.49,2023-09-13 18:11:22,Credit,Oklahoma City,Branch,23.0,Student,196.0,1.0,707.25,1
278.23,2023-05-04 17:49:33,Debit,Fresno,Online,48.0,Engineer,83.0,1.0,8300.54,0
116.88,2023-10-04 17:10:02,Debit,Memphis,ATM,45.0,Doctor,263.0,1.0,7717.34,0
328.77,2023-04-03 17:59:23,Credit,San Diego,Online,39.0,Doctor,247.0,1.0,6967.03,0
77.53,2023-07-25 18:00:25,Debit,Louisville,Branch,54.0,Retired,55.0,1.0,5158.6,0
421.74,2023-06-20 17:07:05,Debit,San Jose,Online,67.0,Doctor,103.0,1.0,12031.14,0
313.69,2023-03-10 16:35:33,Debit,Oklahoma City,Branch,73.0,Retired,152.0,1.0,7093.68,0
411.72,2023-06-20 18:43:51,Debit,Washington,Branch,29.0,Doctor,153.0,1.0,8539.86,0
508.73,2023-07-14 16:22:54,Debit,Chicago,Branch,59.0,Retired,89.0,1.0,7640.57,0
153.08,2023-11-27 16:57:08,Debit,Omaha,ATM,24.0,Student,201.0,1.0,1292.21,1
23.00999999999999,2023-06-09 18:33:04,Debit,Las Vegas,Branch,63.0,Retired,166.0,1.0,5958.75,0
69.28,2023-10-30 16:36:24,Debit,Los Angeles,Online,25.0,Student,129.0,1.0,708.7399999999998,1
51.25,2023-08-29 16:16:15,Credit,Austin,Branch,28.0,Student,66.0,1.0,1744.4,1
407.65,2023-08-07 17:17:34,Debit,Denver,ATM,25.0,Student,263.0,1.0,273.77999999999975,1
459.25,2023-05-23 16:44:33,Debit,Tucson,Branch,25.0,Student,59.0,1.0,130.76000000000022,1
301.56,2023-02-09 17:46:49,Debit,Seattle,Branch,49.0,Doctor,118.0,1.0,10389.6,0
17.670000000000016,2023-06-27 17:50:21,Debit,San Diego,Online,63.0,Doctor,91.0,1.0,1048.1800000000003,0
5.2900000000000205,2023-03-13 18:24:20,Credit,San Francisco,Online,32.0,Doctor,132.0,1.0,12896.68,0
401.37,2023-09-18 16:18:19,Debit,Los Angeles,Branch,43.0,Engineer,251.0,1.0,8208.54,0
145.4,2023-07-06 17:53:38,Debit,Tucson,Online,38.0,Engineer,24.0,1.0,5244.49,0
556.34,2023-10-19 16:34:22,Debit,Seattle,Online,37.0,Doctor,46.0,1.0,11935.14,0
34.31,2023-04-28 16:55:28,Debit,Philadelphia,ATM,24.0,Student,251.0,1.0,1484.7600000000002,1
780.59,2023-06-28 17:58:48,Credit,Tucson,Online,23.0,Student,145.0,1.0,6513.34,1
282.65,2023-03-08 17:42:36,Debit,Fort Worth,ATM,35.0,Doctor,161.0,1.0,13801.15,0
305.27,2023-09-27 16:25:38,Debit,Las Vegas,Online,68.0,Doctor,147.0,1.0,12958.65,0
185.81,2023-09-20 16:30:06,Debit,Austin,Online,32.0,Doctor,116.0,1.0,9588.71,0
66.00999999999999,2023-10-06 18:39:39,Debit,Milwaukee,Online,49.0,Engineer,179.0,1.0,3475.99,0
447.95,2023-01-11 17:27:56,Debit,Tucson,Branch,29.0,Engineer,75.0,1.0,7544.4,0
279.3,2023-06-22 17:28:02,Debit,Oklahoma City,ATM,19.0,Student,48.0,1.0,1193.6100000000001,1
26.75,2023-05-08 16:25:03,Debit,Indianapolis,Online,33.0,Doctor,27.0,1.0,12063.77,0
611.15,2023-08-11 17:12:30,Debit,Detroit,ATM,27.0,Student,121.0,1.0,892.8299999999999,1
275.2,2023-08-24 17:13:38,Debit,New York,Online,54.0,Engineer,81.0,1.0,1230.12,0
427.79,2023-02-21 17:42:42,Debit,San Jose,Branch,18.0,Student,189.0,1.0,1479.67,1
469.13,2023-12-04 17:53:57,Credit,San Antonio,ATM,54.0,Doctor,139.0,1.0,1265.2799999999997,0
102.81,2023-12-04 16:23:00,Debit,Seattle,Branch,76.0,Retired,47.0,1.0,3228.87,0
22.610000000000014,2023-12-21 17:56:04,Debit,Seattle,Online,19.0,Student,145.0,1.0,1111.67,1
68.28,2023-06-08 18:54:04,Debit,Boston,Online,56.0,Engineer,293.0,1.0,3213.16,0
33.650000000000006,2023-09-18 17:18:03,Credit,New York,Online,63.0,Doctor,146.0,1.0,12719.93,0
362.68,2023-01-16 18:02:19,Credit,Miami,ATM,63.0,Retired,137.0,1.0,2040.77,0
73.23000000000002,2023-06-23 16:41:27,Debit,San Francisco,Branch,20.0,Student,172.0,1.0,1309.85,1
654.49,2023-11-20 16:31:36,Credit,Austin,Online,25.0,Student,104.0,1.0,164.60999999999967,1
18.560000000000002,2023-04-24 17:04:21,Credit,Memphis,Branch,49.0,Engineer,161.0,1.0,4230.37,0
389.05,2023-01-06 17:35:08,Debit,Dallas,ATM,27.0,Student,41.0,1.0,761.0,1
7.3799999999999955,2023-03-15 16:47:45,Debit,Houston,Online,67.0,Retired,105.0,1.0,2923.83,0
109.48000000000002,2023-06-26 17:38:22,Debit,Baltimore,Online,61.0,Retired,93.0,1.0,7372.47,0
66.91,2023-01-30 18:47:17,Debit,Seattle,ATM,39.0,Doctor,85.0,1.0,871.1000000000004,1
335.48,2023-03-02 16:06:18,Debit,Oklahoma City,Branch,45.0,Engineer,155.0,1.0,3023.16,0
38.139999999999986,2023-12-28 16:51:20,Debit,Albuquerque,Online,19.0,Student,174.0,1.0,1119.21,1
1076.98,2023-12-20 18:12:25,Debit,Detroit,Branch,60.0,Doctor,173.0,1.0,11833.73,0
360.02,2023-02-09 16:29:06,Debit,Dallas,Online,68.0,Retired,68.0,1.0,6400.59,0
567.71,2023-02-06 18:39:23,Debit,Memphis,Online,63.0,Doctor,80.0,1.0,13884.24,0
218.19,2023-05-23 16:29:31,Debit,Austin,ATM,19.0,Student,185.0,1.0,620.8299999999999,1
209.99,2023-09-07 17:19:21,Debit,Denver,ATM,19.0,Student,40.0,1.0,1938.0100000000002,1
11.019999999999982,2023-11-13 16:32:53,Debit,Tucson,Branch,19.0,Student,280.0,1.0,964.79,1
83.43,2023-05-30 16:28:48,Debit,New York,Online,56.0,Retired,109.0,1.0,1870.1599999999999,0
344.97,2023-03-20 17:30:52,Debit,Austin,Online,34.0,Doctor,106.0,1.0,5577.94,0
172.29,2023-01-30 17:22:39,Debit,El Paso,ATM,36.0,Engineer,283.0,1.0,8700.8,0
195.54,2023-07-17 16:05:23,Debit,Omaha,Online,60.0,Retired,255.0,1.0,2794.66,0
101.23000000000002,2023-08-04 18:34:01,Debit,Colorado Springs,Online,45.0,Engineer,87.0,1.0,6169.71,0
180.46,2023-03-13 16:26:30,Debit,Fresno,ATM,25.0,Student,34.0,1.0,831.75,1
692.55,2023-03-07 16:51:37,Debit,Charlotte,Branch,53.0,Retired,109.0,1.0,2451.56,0
147.31,2023-06-12 17:10:27,Credit,Mesa,Online,34.0,Doctor,92.0,1.0,13625.52,0
107.48000000000002,2023-02-07 17:38:18,Debit,Los Angeles,Branch,20.0,Student,103.0,1.0,1379.3900000000003,1
81.50999999999999,2023-08-10 16:10:22,Debit,Washington,Branch,25.0,Student,97.0,1.0,865.4899999999998,1
365.48,2023-05-22 17:59:02,Credit,Seattle,Online,76.0,Retired,216.0,1.0,7147.4,0
491.1,2023-06-05 16:08:37,Credit,Houston,Online,35.0,Engineer,125.0,1.0,7833.85,0
452.8,2023-11-24 16:45:11,Debit,Los Angeles,Branch,80.0,Retired,151.0,1.0,4840.67,0
645.04,2023-12-22 17:08:55,Debit,Memphis,Branch,70.0,Retired,78.0,1.0,7361.47,0
169.28,2023-03-27 18:08:06,Debit,Philadelphia,Branch,45.0,Doctor,114.0,1.0,5128.44,0
88.42000000000002,2023-10-18 16:28:19,Debit,El Paso,ATM,62.0,Doctor,91.0,1.0,12381.45,0
155.53,2023-03-24 17:04:32,Debit,Baltimore,ATM,29.0,Engineer,66.0,1.0,4008.05,1
39.24000000000001,2023-11-14 18:33:32,Debit,Dallas,ATM,77.0,Retired,106.0,1.0,6462.41,0
152.01,2023-02-23 16:41:55,Debit,Fort Worth,ATM,42.0,Engineer,111.0,3.0,4625.12,2
78.76999999999998,2023-05-08 18:36:59,Credit,Las Vegas,ATM,48.0,Engineer,50.0,1.0,6470.57,0
26.5,2023-02-08 16:42:59,Debit,Indianapolis,Online,48.0,Engineer,179.0,1.0,4854.83,0
83.62,2023-06-22 17:18:09,Debit,Raleigh,ATM,48.0,Doctor,146.0,1.0,12652.22,0
142.78,2023-05-09 16:40:52,Debit,San Diego,Branch,68.0,Doctor,150.0,1.0,11705.88,0
55.99000000000001,2023-11-13 16:16:24,Debit,El Paso,ATM,35.0,Doctor,95.0,1.0,932.6099999999997,1
774.48,2023-03-06 16:12:45,Debit,Louisville,Branch,61.0,Doctor,31.0,1.0,11613.58,0
105.37,2023-05-11 18:31:20,Debit,Sacramento,ATM,25.0,Student,160.0,1.0,1068.5500000000002,1
118.82999999999998,2023-06-26 16:10:25,Debit,Virginia Beach,Online,28.0,Student,295.0,1.0,1616.3000000000002,1
46.22,2023-11-13 16:41:09,Debit,San Jose,Branch,23.0,Student,217.0,1.0,471.27999999999975,1
659.71,2023-05-05 16:10:24,Credit,San Jose,Branch,21.000000000000004,Student,148.0,1.0,106.85999999999967,1
377.97,2023-11-17 16:50:08,Debit,Miami,Online,72.0,Retired,160.0,1.0,2457.1,0
114.1,2023-05-22 17:45:02,Debit,Boston,Branch,69.0,Retired,148.0,1.0,5882.12,0
11.300000000000011,2023-12-01 16:33:43,Credit,Louisville,Online,55.0,Retired,41.0,1.0,1938.9899999999998,0
95.5,2023-05-22 16:24:02,Debit,Omaha,Online,57.0,Retired,17.0,1.0,4079.09,0
130.93,2023-02-08 16:52:09,Credit,Houston,Branch,28.0,Engineer,149.0,1.0,860.1199999999999,1
272.97,2023-04-17 18:42:04,Debit,Boston,Online,68.0,Retired,174.0,1.0,7811.31,0
73.35,2023-03-13 16:33:49,Debit,San Francisco,Branch,24.0,Student,47.0,1.0,1181.8400000000006,1
29.939999999999998,2023-10-13 16:22:08,Debit,San Francisco,ATM,58.0,Doctor,243.0,1.0,10915.54,0
307.24,2023-11-02 16:05:49,Debit,San Jose,ATM,19.0,Student,136.0,2.0,1670.7200000000003,2
50.52000000000001,2023-10-16 16:29:39,Debit,Boston,Online,20.0,Student,140.0,1.0,1121.19,1
820.46,2023-04-03 16:22:48,Credit,Fort Worth,Online,53.0,Engineer,243.0,1.0,5621.86,0
153.07,2023-04-03 18:37:57,Debit,Detroit,ATM,56.0,Engineer,116.0,1.0,8873.43,0
52.94,2023-06-12 17:36:25,Debit,Tucson,Branch,41.0,Doctor,146.0,1.0,6990.92,0
384.41,2023-04-17 16:53:29,Debit,Jacksonville,ATM,60.0,Engineer,65.0,1.0,7831.56,0
235.42,2023-07-10 18:34:22,Debit,Phoenix,Branch,51.0,Retired,175.0,1.0,6173.23,0
114.23000000000002,2023-06-07 17:35:50,Debit,Dallas,ATM,56.0,Doctor,64.0,1.0,9523.72,0
12.620000000000005,2023-05-05 16:35:44,Debit,El Paso,Branch,33.0,Doctor,61.0,1.0,6420.47,0
997.3699999999999,2023-12-22 18:24:01,Debit,Fort Worth,ATM,23.0,Student,145.0,1.0,1146.0900000000001,1
373.52,2023-09-25 16:23:23,Debit,Colorado Springs,ATM,35.0,Engineer,235.0,1.0,6430.41,0
336.05,2023-04-24 17:18:18,Debit,San Antonio,Branch,28.0,Student,164.0,1.0,1635.0500000000002,1
366.93,2023-12-11 18:43:00,Debit,Houston,Online,66.0,Retired,33.0,1.0,6697.79,0
112.26999999999998,2023-10-19 17:34:53,Debit,Seattle,Branch,58.0,Doctor,102.0,1.0,7369.89,0
494.96,2023-03-31 16:34:38,Debit,Sacramento,ATM,40.0,Engineer,132.0,1.0,6903.68,0
561.58,2023-06-23 17:38:26,Debit,Sacramento,Online,65.0,Doctor,23.0,1.0,11748.86,0
440.94,2023-09-13 18:38:27,Debit,San Antonio,Online,42.0,Doctor,148.0,1.0,7303.23,0
71.9,2023-02-20 16:28:39,Debit,Los Angeles,Branch,29.0,Doctor,51.0,1.0,10619.35,0
256.66,2023-07-17 17:08:03,Credit,Raleigh,Online,54.0,Retired,137.0,1.0,1794.5,0
166.55,2023-07-13 17:51:44,Credit,Houston,Branch,59.0,Doctor,99.0,1.0,12970.21,0
276.26,2023-02-13 17:04:50,Debit,Louisville,Branch,56.0,Doctor,143.0,1.0,120.89000000000033,0
35.46000000000001,2023-07-18 16:38:11,Debit,Indianapolis,ATM,67.0,Doctor,164.0,1.0,5692.31,0
38.139999999999986,2023-04-07 16:16:00,Debit,Portland,Branch,50.0,Engineer,165.0,1.0,9879.87,0
506.26,2023-12-18 18:26:07,Credit,Baltimore,ATM,64.0,Retired,86.0,1.0,6266.65,0
736.32,2023-04-12 17:06:06,Debit,Indianapolis,Online,31.0,Doctor,28.0,1.0,14268.95,0
389.43,2023-11-27 18:01:47,Credit,Austin,ATM,52.0,Engineer,151.0,1.0,6449.83,0
25.579999999999984,2023-11-16 16:33:22,Debit,Omaha,ATM,60.0,Engineer,166.0,1.0,6741.41,0
446.1,2023-09-19 17:45:19,Debit,Seattle,ATM,25.0,Student,243.0,1.0,1008.44,1
147.74,2023-09-05 16:52:06,Debit,Raleigh,Branch,23.0,Student,15.0,1.0,1711.7799999999997,1
1228.81,2023-02-20 16:36:36,Debit,San Francisco,ATM,26.0,Student,254.0,1.0,1821.0,1
46.22999999999999,2023-05-29 17:45:26,Debit,Fresno,Online,77.0,Retired,282.0,1.0,5107.75,0
265.37,2023-05-26 17:56:17,Debit,Washington,Branch,33.0,Engineer,77.0,1.0,5229.95,1
342.57,2023-02-03 17:10:00,Debit,Boston,Online,20.0,Student,91.0,1.0,339.15999999999985,1
417.26,2023-02-27 17:01:24,Credit,New York,Online,32.0,Doctor,45.0,1.0,10442.48,0
33.629999999999995,2023-11-03 16:50:08,Debit,Columbus,Online,63.0,Retired,76.0,1.0,4324.4,0
64.57999999999998,2023-12-04 18:06:30,Debit,El Paso,Branch,55.0,Retired,173.0,1.0,6292.29,0
23.230000000000018,2023-04-20 16:34:59,Credit,Miami,Branch,21.000000000000004,Student,122.0,1.0,269.0100000000002,1
160.52,2023-08-07 16:15:05,Credit,Jacksonville,ATM,78.0,Retired,112.0,1.0,5379.25,0
278.88,2023-09-29 16:53:14,Debit,Kansas City,Branch,64.0,Doctor,179.0,2.0,1334.0900000000001,2
285.49,2023-08-11 18:42:10,Credit,Charlotte,Branch,53.0,Doctor,109.0,1.0,6366.84,0
71.87,2023-01-16 18:03:02,Debit,Nashville,ATM,22.0,Student,258.0,1.0,1839.1,1
308.8,2023-12-26 16:08:51,Debit,Baltimore,ATM,53.0,Retired,41.0,1.0,3966.54,0
135.35,2023-07-28 18:42:51,Debit,Houston,Branch,33.0,Engineer,82.0,1.0,9983.36,0
288.43,2023-05-08 16:37:53,Debit,Phoenix,Branch,66.0,Retired,72.0,1.0,4577.09,0
147.46,2023-10-12 16:58:25,Credit,Albuquerque,Online,65.0,Doctor,205.0,1.0,7458.03,0
214.15,2023-10-30 17:07:54,Debit,Detroit,Branch,32.0,Engineer,217.0,1.0,6397.29,0
71.34,2023-08-28 16:00:00,Debit,Miami,Online,49.0,Engineer,144.0,3.0,6345.03,2
170.36,2023-03-27 16:56:29,Debit,Indianapolis,ATM,30.0,Doctor,118.0,1.0,6034.73,0
965.6599999999999,2023-12-18 17:22:16,Debit,Raleigh,ATM,53.0,Engineer,32.0,1.0,765.8099999999995,0
736.53,2023-05-10 17:05:08,Debit,Philadelphia,ATM,55.0,Engineer,120.0,1.0,9826.26,0
213.42,2023-07-27 17:30:14,Debit,Columbus,ATM,45.0,Engineer,17.0,1.0,3736.38,0
94.09,2023-09-12 16:32:09,Debit,Miami,Branch,27.0,Student,203.0,1.0,646.8500000000004,1
91.23000000000002,2023-05-15 16:13:54,Debit,Boston,ATM,72.0,Retired,86.0,1.0,6385.12,0
263.92,2023-07-26 17:56:54,Credit,San Diego,Branch,57.0,Retired,233.0,1.0,4161.71,0
77.5,2023-05-23 16:44:55,Credit,Fort Worth,Online,51.0,Doctor,201.0,1.0,11079.77,0
3.6499999999999773,2023-02-13 17:48:36,Debit,Miami,Online,69.0,Doctor,146.0,1.0,10017.11,0
43.879999999999995,2023-11-13 17:43:37,Credit,Seattle,Online,26.0,Student,251.0,1.0,1644.0900000000001,1
591.98,2023-04-28 16:32:10,Debit,El Paso,ATM,28.0,Student,132.0,1.0,387.64999999999964,1
224.79,2023-08-22 16:34:34,Debit,Boston,Online,18.0,Student,129.0,1.0,528.3800000000001,1
64.30000000000001,2023-09-04 17:36:40,Debit,Louisville,ATM,55.0,Retired,67.0,1.0,7530.3,0
111.79000000000002,2023-12-26 17:40:23,Debit,Jacksonville,Online,62.0,Doctor,49.0,1.0,10887.59,0
927.1599999999999,2023-03-20 16:48:00,Debit,San Francisco,ATM,59.0,Retired,153.0,1.0,7104.61,0
613.7,2023-02-22 17:33:56,Credit,Fort Worth,Branch,61.0,Retired,37.0,1.0,7307.11,0
170.45,2023-01-05 16:56:49,Debit,San Francisco,Branch,60.0,Engineer,199.0,1.0,2284.41,0
344.27,2023-09-19 17:23:14,Debit,San Antonio,Branch,22.0,Student,123.0,1.0,1918.3599999999997,1
872.72,2023-04-24 16:47:17,Debit,Washington,Online,22.0,Student,288.0,1.0,503.0100000000002,1
292.95,2023-02-16 16:23:11,Debit,Memphis,Branch,37.0,Engineer,56.0,1.0,1216.9099999999999,1
28.439999999999998,2023-08-31 17:43:38,Debit,Fresno,ATM,18.0,Student,243.0,1.0,1071.0399999999995,1
209.02,2023-03-03 17:08:36,Debit,El Paso,ATM,21.000000000000004,Student,74.0,1.0,187.89999999999964,1
20.05000000000001,2023-11-29 17:43:51,Debit,Chicago,ATM,72.0,Retired,171.0,1.0,7145.67,0
175.02,2023-04-10 16:23:53,Debit,Phoenix,Online,28.0,Student,71.0,1.0,1493.88,1
89.5,2023-08-21 16:22:06,Credit,Louisville,Branch,41.0,Engineer,134.0,1.0,8658.95,0
69.95999999999998,2023-10-16 17:43:00,Debit,Baltimore,Branch,28.0,Student,31.0,1.0,164.1199999999999,1
146.51,2023-01-25 17:12:17,Debit,Albuquerque,ATM,53.0,Engineer,68.0,1.0,7089.9,0
376.78,2023-08-14 17:25:14,Credit,Nashville,Online,21.000000000000004,Student,88.0,1.0,841.6499999999996,1
148.54,2023-12-22 16:25:16,Credit,Columbus,Branch,71.0,Retired,107.0,1.0,5677.05,0
388.77,2023-12-11 16:57:08,Credit,Jacksonville,Online,26.0,Student,30.0,1.0,1658.4899999999998,1
100.38,2023-11-27 17:51:15,Debit,Seattle,Branch,63.0,Doctor,49.0,1.0,10171.68,0
137.23,2023-04-07 16:50:22,Debit,Fresno,Branch,64.0,Doctor,63.0,1.0,13847.99,0
870.3,2023-08-28 17:56:39,Debit,San Jose,ATM,51.0,Retired,229.0,1.0,3688.98,0
458.94,2023-07-18 18:06:23,Debit,Detroit,Branch,52.0,Engineer,180.0,1.0,5619.95,0
327.35,2023-09-25 18:48:58,Credit,Memphis,Branch,20.0,Student,175.0,1.0,342.0799999999999,1
757.15,2023-01-17 16:53:08,Debit,Raleigh,Online,53.0,Engineer,38.0,1.0,4702.86,0
5.639999999999986,2023-03-08 16:57:30,Debit,Boston,Online,59.0,Doctor,47.0,1.0,12703.24,0
47.22999999999999,2023-08-03 18:18:56,Credit,Memphis,Online,73.0,Retired,160.0,1.0,6659.81,0
239.41,2023-11-01 17:23:46,Credit,Baltimore,Online,42.0,Doctor,248.0,1.0,7860.65,0
7.480000000000018,2023-07-03 16:46:20,Debit,San Antonio,ATM,55.0,Engineer,29.0,1.0,1275.1999999999998,0
170.97,2023-05-01 17:04:30,Debit,Nashville,Branch,26.0,Student,292.0,1.0,1265.27,1
659.15,2023-01-31 16:02:23,Debit,Boston,ATM,22.0,Student,204.0,1.0,1241.5900000000001,1
